Team,Round,Date,Year,Total Points
Essendon,R18,21/7/2018,2018,13.21
Essendon,R18,22/7/2017,2017,20.12
Essendon,R18,24/7/2016,2016,12.19
Essendon,R18,26/7/2013,2013,13.9
Essendon,R18,27/7/2012,2012,12.14
Essendon,R19,1/8/2014,2014,8.9
Essendon,R19,21/7/2023,2023,7.7
Essendon,R19,24/7/2022,2022,11.1
Essendon,R19,25/7/2021,2021,7.11
Essendon,R19,27/7/2018,2018,15.19
Essendon,R19,28/7/2019,2019,16.1
Essendon,R19,30/7/2017,2017,13.19
Essendon,R19,31/7/2016,2016,9.7
Essendon,R19,4/8/2013,2013,7.12
Essendon,R19,5/8/2012,2012,15.1
Essendon,R19,9/8/2015,2015,8.13
Essendon,R2,1/4/2017,2017,17.9
Essendon,R2,12/4/2015,2015,12.6
Essendon,R2,14/6/2020,2020,12.7
Essendon,R2,2/4/2016,2016,11.14
Essendon,R2,26/3/2022,2022,10.15
Essendon,R2,26/3/2023,2023,16.12
Essendon,R2,27/3/2021,2021,9.11
Essendon,R2,28/3/2014,2014,12.14
Essendon,R2,30/3/2019,2019,9.11
Essendon,R2,31/3/2018,2018,14.6
Essendon,R2,6/4/2013,2013,28.16
Essendon,R2,7/4/2012,2012,16.15
Essendon,R20,1/8/2021,2021,16.6
Essendon,R20,11/8/2013,2013,9.13
Essendon,R20,12/8/2012,2012,11.1
Essendon,R20,15/8/2015,2015,8.11
Essendon,R20,29/7/2023,2023,15.9
Essendon,R20,3/8/2019,2019,9.13
Essendon,R20,31/7/2022,2022,17.12
Essendon,R20,4/8/2018,2018,16.7
Essendon,R20,5/8/2017,2017,11.18
Essendon,R20,7/8/2016,2016,4.1
Essendon,R20,8/8/2014,2014,11.11
Essendon,R21,10/8/2018,2018,18.14
Essendon,R21,10/8/2019,2019,4.9
Essendon,R21,12/8/2017,2017,12.8
Essendon,R21,14/8/2016,2016,11.9
Essendon,R21,16/8/2014,2014,11.11
Essendon,R21,17/8/2013,2013,9.16
Essendon,R21,18/8/2012,2012,8.12
Essendon,R21,22/8/2015,2015,14.11
Essendon,R21,5/8/2023,2023,10.13
Essendon,R21,6/8/2022,2022,10.9
Essendon,R21,8/8/2021,2021,15.7
Essendon,R22,12/8/2023,2023,13.8
Essendon,R22,14/8/2022,2022,9.8
Essendon,R22,15/8/2021,2021,14.14
Essendon,R22,17/8/2018,2018,11.7
Essendon,R22,17/8/2019,2019,13.9
Essendon,R22,19/8/2017,2017,12.18
Essendon,R22,21/8/2016,2016,7.11
Essendon,R22,23/8/2014,2014,16.12
Essendon,R22,24/8/2012,2012,8.9
Essendon,R22,24/8/2013,2013,12.1
Essendon,R22,29/8/2015,2015,7.5
Essendon,R23,1/9/2012,2012,10.12
Essendon,R23,19/8/2023,2023,5.6
Essendon,R23,20/8/2022,2022,11.9
Essendon,R23,22/8/2021,2021,16.6
Essendon,R23,23/8/2019,2019,10.5
Essendon,R23,24/8/2018,2018,17.9
Essendon,R23,27/8/2016,2016,15.13
Essendon,R23,27/8/2017,2017,16.11
Essendon,R23,30/8/2014,2014,13.12
Essendon,R23,31/8/2013,2013,9.11
Essendon,R23,6/9/2015,2015,14.11
Essendon,R24,25/8/2023,2023,3.13
Essendon,R3,1/4/2022,2022,10.1
Essendon,R3,1/4/2023,2023,11.8
Essendon,R3,12/4/2013,2013,10.12
Essendon,R3,14/4/2012,2012,15.15
Essendon,R3,18/4/2015,2015,16.9
Essendon,R3,3/4/2021,2021,22.11
Essendon,R3,5/4/2019,2019,20.1
Essendon,R3,6/4/2014,2014,21.12
Essendon,R3,8/4/2016,2016,7.9
Essendon,R3,8/4/2018,2018,12.11
Essendon,R3,9/4/2017,2017,6.6
Essendon,R4,10/4/2022,2022,15.13
Essendon,R4,13/4/2014,2014,9.6
Essendon,R4,13/4/2019,2019,17.1
Essendon,R4,15/4/2017,2017,13.1
Essendon,R4,15/4/2018,2018,16.1
Essendon,R4,16/4/2016,2016,6.6
Essendon,R4,20/4/2013,2013,19.14
Essendon,R4,21/4/2012,2012,15.19
Essendon,R4,25/4/2015,2015,6.13
Essendon,R4,27/6/2020,2020,8.3
Essendon,R4,8/4/2021,2021,12.8
Essendon,R4,9/4/2023,2023,11.22
Essendon,R5,15/4/2023,2023,15.14
Essendon,R5,17/4/2021,2021,6.9
Essendon,R5,17/4/2022,2022,8.11
Essendon,R5,19/4/2014,2014,9.11
Essendon,R5,19/4/2019,2019,17.14
Essendon,R5,25/4/2012,2012,11.13
Essendon,R5,25/4/2013,2013,18.13
Essendon,R5,25/4/2016,2016,11.7
Essendon,R5,25/4/2017,2017,15.1
Essendon,R5,25/4/2018,2018,7.1
Essendon,R5,3/5/2015,2015,11.16
Essendon,R5,3/7/2020,2020,10.3
Essendon,R6,1/5/2016,2016,8.9
Essendon,R6,11/7/2020,2020,9.13
Essendon,R6,25/4/2014,2014,8.12
Essendon,R6,25/4/2019,2019,10.9
Essendon,R6,25/4/2021,2021,16.13
Essendon,R6,25/4/2022,2022,12.1
Essendon,R6,25/4/2023,2023,11.11
Essendon,R6,29/4/2018,2018,10.12
Essendon,R6,30/4/2017,2017,10.14
Essendon,R6,4/5/2013,2013,17.18
Essendon,R6,5/5/2012,2012,19.15
Essendon,R6,9/5/2015,2015,7.1
Essendon,R7,1/5/2022,2022,10.11
Essendon,R7,10/5/2013,2013,11.19
Essendon,R7,12/5/2012,2012,16.17
Essendon,R7,15/5/2015,2015,12.1
Essendon,R7,17/7/2020,2020,7.9
Essendon,R7,2/5/2021,2021,16.11
Essendon,R7,3/5/2014,2014,10.13
Essendon,R7,30/4/2023,2023,16.8
Essendon,R7,5/5/2018,2018,10.7
Essendon,R7,5/5/2019,2019,7.12
Essendon,R7,7/5/2016,2016,7.12
Essendon,R7,7/5/2017,2017,11.13
Essendon,R8,10/5/2014,2014,9.11
Essendon,R8,10/5/2019,2019,10.12
Essendon,R8,12/5/2018,2018,10.18
Essendon,R8,13/5/2017,2017,17.8
Essendon,R8,14/5/2016,2016,8.12
Essendon,R8,18/5/2013,2013,12.14
Essendon,R8,19/5/2012,2012,19.14
Essendon,R8,24/5/2015,2015,21.1
Essendon,R8,26/7/2020,2020,9.8
Essendon,R8,7/5/2022,2022,16.12
Essendon,R8,7/5/2023,2023,13.9
Essendon,R8,8/5/2021,2021,16.9
Essendon,R9,13/5/2023,2023,6.9
Essendon,R9,14/5/2022,2022,6.11
Essendon,R9,16/5/2014,2014,9.1
Essendon,R9,16/5/2021,2021,10.8
Essendon,R9,18/5/2019,2019,8.12
Essendon,R9,19/5/2018,2018,12.12
Essendon,R9,21/5/2017,2017,19.11
Essendon,R9,22/5/2016,2016,9.9
Essendon,R9,25/5/2013,2013,13.13
Essendon,R9,26/5/2012,2012,18.11
Essendon,R9,30/5/2015,2015,8.11
Essendon,R9,31/7/2020,2020,3.1
Fremantle,EF,3/9/2022,2022,11.7
Fremantle,EF,8/9/2012,2012,14.12
Fremantle,GF,28/9/2013,2013,8.14
Fremantle,PF,21/9/2013,2013,14.15
Fremantle,PF,25/9/2015,2015,10.7
Fremantle,QF,12/9/2015,2015,10.9
Fremantle,QF,6/9/2014,2014,10.9
Fremantle,QF,7/9/2013,2013,12.15
Fremantle,R1,14/3/2014,2014,17.14
Fremantle,R1,19/3/2023,2023,7.1
Fremantle,R1,20/3/2021,2021,8.1
Fremantle,R1,20/3/2022,2022,11.17
Fremantle,R1,21/3/2020,2020,8.9
Fremantle,R1,23/3/2013,2013,16.12
Fremantle,R1,24/3/2018,2018,9.6
Fremantle,R1,24/3/2019,2019,21.15
Fremantle,R1,26/3/2017,2017,10.13
Fremantle,R1,27/3/2016,2016,5.8
Fremantle,R1,31/3/2012,2012,16.9
Fremantle,R1,5/4/2015,2015,11.9
Fremantle,R10,1/6/2013,2013,10.6
Fremantle,R10,2/6/2012,2012,12.1
Fremantle,R10,20/5/2023,2023,16.1
Fremantle,R10,22/5/2021,2021,12.14
Fremantle,R10,22/5/2022,2022,6.8
Fremantle,R10,26/5/2019,2019,10.13
Fremantle,R10,27/5/2017,2017,6.7
Fremantle,R10,27/5/2018,2018,8.1
Fremantle,R10,28/5/2016,2016,10.7
Fremantle,R10,5/6/2015,2015,10.1
Fremantle,R11,1/6/2014,2014,13.11
Fremantle,R11,1/6/2019,2019,11.13
Fremantle,R11,10/8/2020,2020,7.6
Fremantle,R11,13/6/2015,2015,6.17
Fremantle,R11,27/5/2023,2023,12.7
Fremantle,R11,28/5/2022,2022,14.1
Fremantle,R11,3/6/2018,2018,12.5
Fremantle,R11,30/5/2021,2021,9.15
Fremantle,R11,4/6/2016,2016,20.6
Fremantle,R11,4/6/2017,2017,12.13
Fremantle,R11,9/6/2012,2012,12.6
Fremantle,R12,10/6/2017,2017,9.1
Fremantle,R12,10/6/2018,2018,10.11
Fremantle,R12,11/6/2016,2016,23.9
Fremantle,R12,15/6/2013,2013,12.14
Fremantle,R12,15/8/2020,2020,5.6
Fremantle,R12,5/6/2022,2022,15.9
Fremantle,R12,6/6/2021,2021,9.11
Fremantle,R12,8/6/2014,2014,12.18
Fremantle,R13,10/6/2023,2023,10.1
Fremantle,R13,11/6/2022,2022,14.11
Fremantle,R13,12/6/2021,2021,11.1
Fremantle,R13,14/6/2014,2014,16.9
Fremantle,R13,15/6/2019,2019,15.1
Fremantle,R13,16/6/2018,2018,15.13
Fremantle,R13,18/6/2016,2016,12.14
Fremantle,R13,22/8/2020,2020,7.8
Fremantle,R13,23/6/2012,2012,14.5
Fremantle,R13,23/6/2013,2013,10.7
Fremantle,R13,25/6/2015,2015,12.8
Fremantle,R14,17/6/2023,2023,5.6
Fremantle,R14,21/6/2014,2014,15.15
Fremantle,R14,22/6/2019,2019,11.5
Fremantle,R14,24/6/2016,2016,5.7
Fremantle,R14,25/6/2017,2017,11.6
Fremantle,R14,29/6/2013,2013,7.2
Fremantle,R14,29/8/2020,2020,8.5
Fremantle,R14,30/6/2012,2012,12.6
Fremantle,R14,5/7/2015,2015,13.6
Fremantle,R15,1/7/2018,2018,9.1
Fremantle,R15,12/7/2015,2015,6.7
Fremantle,R15,2/7/2017,2017,12.8
Fremantle,R15,2/9/2020,2020,4.5
Fremantle,R15,24/6/2023,2023,14.9
Fremantle,R15,25/6/2022,2022,7.8
Fremantle,R15,26/6/2021,2021,14.7
Fremantle,R15,28/6/2014,2014,13.1
Fremantle,R15,30/6/2019,2019,11.9
Fremantle,R15,7/7/2013,2013,15.1
Fremantle,R15,8/7/2012,2012,14.11
Fremantle,R16,1/7/2023,2023,11.7
Fremantle,R16,14/7/2012,2012,18.9
Fremantle,R16,14/7/2013,2013,19.7
Fremantle,R16,18/7/2015,2015,13.17
Fremantle,R16,3/7/2021,2021,8.16
Fremantle,R16,3/7/2022,2022,15.9
Fremantle,R16,5/7/2014,2014,15.7
Fremantle,R16,6/7/2019,2019,2.19
Fremantle,R16,7/7/2018,2018,7.6
Fremantle,R16,7/9/2020,2020,6.11
Fremantle,R16,9/7/2016,2016,8.7
Fremantle,R16,9/7/2017,2017,13.8
Fremantle,R17,10/7/2021,2021,16.12
Fremantle,R17,12/9/2020,2020,15.9
Fremantle,R17,13/7/2014,2014,21.1
Fremantle,R17,13/7/2019,2019,8.5
Fremantle,R17,15/7/2016,2016,9.7
Fremantle,R17,15/7/2018,2018,8.11
Fremantle,R17,16/7/2017,2017,5.14
Fremantle,R17,21/7/2013,2013,8.9
Fremantle,R17,22/7/2012,2012,18.24
Fremantle,R17,25/7/2015,2015,12.1
Fremantle,R17,9/7/2022,2022,17.9
Fremantle,R17,9/7/2023,2023,6.9
Fremantle,R18,15/7/2021,2021,3.13
Fremantle,R18,15/7/2023,2023,10.7
Fremantle,R18,16/7/2022,2022,9.11
Fremantle,R18,19/7/2014,2014,9.6
Fremantle,R18,2/8/2015,2015,12.12
Fremantle,R18,20/7/2019,2019,7.1
Fremantle,R18,20/9/2020,2020,6.8
Fremantle,R18,21/7/2018,2018,11.4
Fremantle,R18,22/7/2017,2017,7.6
Fremantle,R18,23/7/2016,2016,12.9
Fremantle,R18,27/7/2013,2013,11.9
Fremantle,R18,29/7/2012,2012,11.9
Fremantle,R19,22/7/2022,2022,7.1
Fremantle,R19,22/7/2023,2023,12.4
Fremantle,R19,25/7/2021,2021,8.1
Fremantle,R19,28/7/2019,2019,9.12
Fremantle,R19,29/7/2017,2017,13.8
Fremantle,R19,29/7/2018,2018,7.11
Fremantle,R19,3/8/2013,2013,17.14
Fremantle,R19,31/7/2014,2014,12.11
Fremantle,R19,31/7/2016,2016,7.5
Fremantle,R19,4/8/2012,2012,17.11
Fremantle,R19,9/8/2015,2015,15.6
Fremantle,R2,12/4/2015,2015,15.14
Fremantle,R2,13/6/2020,2020,10.9
Fremantle,R2,2/4/2016,2016,14.16
Fremantle,R2,2/4/2017,2017,8.8
Fremantle,R2,25/3/2023,2023,10.12
Fremantle,R2,27/3/2022,2022,8.7
Fremantle,R2,28/3/2021,2021,11.21
Fremantle,R2,29/3/2014,2014,12.15
Fremantle,R2,31/3/2018,2018,16.1
Fremantle,R2,31/3/2019,2019,8.1
Fremantle,R2,6/4/2013,2013,16.1
Fremantle,R2,7/4/2012,2012,12.9
Fremantle,R20,1/8/2021,2021,7.13
Fremantle,R20,11/8/2012,2012,14.7
Fremantle,R20,11/8/2013,2013,24.13
Fremantle,R20,16/8/2015,2015,11.14
Fremantle,R20,29/7/2022,2022,5.9
Fremantle,R20,29/7/2023,2023,10.11
Fremantle,R20,3/8/2019,2019,14.11
Fremantle,R20,5/8/2017,2017,12.18
Fremantle,R20,5/8/2018,2018,13.6
Fremantle,R20,7/8/2016,2016,9.1
Fremantle,R20,9/8/2014,2014,11.13
Fremantle,R21,11/8/2019,2019,10.9
Fremantle,R21,12/8/2017,2017,5.9
Fremantle,R21,12/8/2018,2018,15.11
Fremantle,R21,14/8/2016,2016,11.4
Fremantle,R21,17/8/2014,2014,17.8
Fremantle,R21,18/8/2012,2012,13.16
Fremantle,R21,18/8/2013,2013,20.13
Fremantle,R21,23/8/2015,2015,12.11
Fremantle,R21,6/8/2022,2022,14.11
Fremantle,R21,6/8/2023,2023,11.8
Fremantle,R21,8/8/2021,2021,8.6
Fremantle,R22,12/8/2023,2023,20.14
Fremantle,R22,13/8/2022,2022,9.17
Fremantle,R22,15/8/2021,2021,12.7
Fremantle,R22,17/8/2019,2019,7.13
Fremantle,R22,18/8/2018,2018,3.7
Fremantle,R22,20/8/2016,2016,5.7
Fremantle,R22,20/8/2017,2017,7.9
Fremantle,R22,24/8/2013,2013,21.8
Fremantle,R22,24/8/2014,2014,15.16
Fremantle,R22,26/8/2012,2012,20.12
Fremantle,R22,30/8/2015,2015,17.6
Fremantle,R23,1/9/2012,2012,14.17
Fremantle,R23,20/8/2022,2022,13.11
Fremantle,R23,20/8/2023,2023,8.1
Fremantle,R23,22/8/2021,2021,6.13
Fremantle,R23,25/8/2018,2018,9.13
Fremantle,R23,25/8/2019,2019,10.7
Fremantle,R23,27/8/2017,2017,14.8
Fremantle,R23,28/8/2016,2016,10.9
Fremantle,R23,30/8/2014,2014,16.9
Fremantle,R23,31/8/2013,2013,6.5
Fremantle,R23,5/9/2015,2015,8.5
Fremantle,R24,26/8/2023,2023,14.9
Fremantle,R3,12/4/2013,2013,9.14
Fremantle,R3,14/4/2012,2012,8.16
Fremantle,R3,19/4/2015,2015,17.9
Fremantle,R3,2/4/2023,2023,16.12
Fremantle,R3,21/6/2020,2020,6.5
Fremantle,R3,3/4/2022,2022,15.12
Fremantle,R3,4/4/2014,2014,11.13
Fremantle,R3,4/4/2021,2021,9.1
Fremantle,R3,7/4/2018,2018,13.18
Fremantle,R3,7/4/2019,2019,11.5
Fremantle,R3,8/4/2017,2017,13.11
Fremantle,R3,9/4/2016,2016,8.11
Fremantle,R4,11/4/2021,2021,13.18
Fremantle,R4,13/4/2014,2014,18.5
Fremantle,R4,13/4/2019,2019,7.14
Fremantle,R4,14/4/2018,2018,7.9
Fremantle,R4,15/4/2017,2017,16.1
Fremantle,R4,17/4/2016,2016,14.17
Fremantle,R4,20/4/2012,2012,14.8
Fremantle,R4,20/4/2013,2013,11.1
Fremantle,R4,25/4/2015,2015,11.8
Fremantle,R4,27/6/2020,2020,8.3
Fremantle,R4,8/4/2023,2023,10.12
Fremantle,R4,9/4/2022,2022,13.1
Fremantle,R5,14/4/2023,2023,15.1
Fremantle,R5,17/4/2022,2022,16.11
Fremantle,R5,18/4/2021,2021,12.12
Fremantle,R5,19/4/2014,2014,11.9
Fremantle,R5,20/4/2019,2019,16.1
Fremantle,R5,21/4/2018,2018,16.12
Fremantle,R5,22/4/2017,2017,9.13
Fremantle,R5,24/4/2016,2016,9.14
Fremantle,R5,26/4/2013,2013,12.9
Fremantle,R5,27/4/2012,2012,7.15
Fremantle,R5,3/5/2015,2015,18.1
Fremantle,R5,5/7/2020,2020,8.6
Fremantle,R6,11/7/2020,2020,12.7
Fremantle,R6,21/4/2023,2023,10.9
Fremantle,R6,23/4/2022,2022,14.13
Fremantle,R6,24/4/2021,2021,14.15
Fremantle,R6,25/4/2014,2014,8.13
Fremantle,R6,27/4/2019,2019,13.1
Fremantle,R6,29/4/2017,2017,9.8
Fremantle,R6,29/4/2018,2018,12.9
Fremantle,R6,30/4/2016,2016,8.16
Fremantle,R6,4/5/2013,2013,15.9
Fremantle,R6,5/5/2012,2012,14.1
Fremantle,R6,9/5/2015,2015,12.8
Fremantle,R7,11/5/2013,2013,15.1
Fremantle,R7,13/5/2012,2012,12.15
Fremantle,R7,17/5/2015,2015,15.11
Fremantle,R7,19/7/2020,2020,5.2
Fremantle,R7,2/5/2021,2021,11.7
Fremantle,R7,29/4/2023,2023,10.7
Fremantle,R7,30/4/2022,2022,10.9
Fremantle,R7,4/5/2014,2014,11.7
Fremantle,R7,5/5/2019,2019,5.4
Fremantle,R7,6/5/2018,2018,4.9
Fremantle,R7,7/5/2016,2016,11.11
Fremantle,R7,7/5/2017,2017,17.14
Fremantle,R8,10/5/2014,2014,11.1
Fremantle,R8,12/5/2018,2018,13.11
Fremantle,R8,12/5/2019,2019,12.14
Fremantle,R8,14/5/2016,2016,11.9
Fremantle,R8,14/5/2017,2017,10.12
Fremantle,R8,18/5/2013,2013,9.16
Fremantle,R8,19/5/2012,2012,9.9
Fremantle,R8,23/5/2015,2015,17.13
Fremantle,R8,27/7/2020,2020,2.4
Fremantle,R8,6/5/2022,2022,15.12
Fremantle,R8,6/5/2023,2023,18.9
Fremantle,R8,9/5/2021,2021,10.11
Fremantle,R9,13/5/2023,2023,16.7
Fremantle,R9,15/5/2022,2022,4.9
Fremantle,R9,16/5/2021,2021,8.13
Fremantle,R9,17/5/2014,2014,13.18
Fremantle,R9,18/5/2019,2019,7.11
Fremantle,R9,19/5/2018,2018,7.1
Fremantle,R9,2/8/2020,2020,10.1
Fremantle,R9,21/5/2016,2016,6.9
Fremantle,R9,21/5/2017,2017,13.8
Fremantle,R9,26/5/2013,2013,19.16
Fremantle,R9,27/5/2012,2012,5.6
Fremantle,R9,30/5/2015,2015,10.8
Fremantle,SF,10/9/2022,2022,9.5
Fremantle,SF,13/9/2014,2014,11.17
Fremantle,SF,14/9/2012,2012,11.5
Geelong,EF,7/9/2018,2018,6.1
Geelong,EF,8/9/2012,2012,11.14
Geelong,GF,24/10/2020,2020,7.8
Geelong,GF,24/9/2022,2022,20.13
Geelong,PF,10/9/2021,2021,6.6
Geelong,PF,16/9/2022,2022,18.12
Geelong,PF,17/10/2020,2020,11.16
Geelong,PF,20/9/2013,2013,15.7
Geelong,PF,20/9/2019,2019,9.12
Geelong,PF,22/9/2017,2017,10.15
Geelong,PF,23/9/2016,2016,8.12
Geelong,QF,1/10/2020,2020,5.12
Geelong,QF,27/8/2021,2021,5.13
Geelong,QF,3/9/2022,2022,11.12
Geelong,QF,5/9/2014,2014,10.8
Geelong,QF,6/9/2019,2019,7.9
Geelong,QF,7/9/2013,2013,9.18
Geelong,QF,8/9/2017,2017,5.1
Geelong,QF,9/9/2016,2016,12.13
Geelong,R1,1/4/2013,2013,13.15
Geelong,R1,17/3/2023,2023,16.7
Geelong,R1,19/3/2022,2022,20.18
Geelong,R1,20/3/2014,2014,18.11
Geelong,R1,20/3/2021,2021,13.13
Geelong,R1,21/3/2020,2020,11.7
Geelong,R1,22/3/2019,2019,10.12
Geelong,R1,25/3/2018,2018,14.13
Geelong,R1,26/3/2017,2017,18.7
Geelong,R1,28/3/2016,2016,18.8
Geelong,R1,31/3/2012,2012,15.11
Geelong,R1,6/4/2015,2015,8.13
Geelong,R10,1/6/2013,2013,18.15
Geelong,R10,2/6/2012,2012,19.12
Geelong,R10,20/5/2023,2023,11.11
Geelong,R10,21/5/2022,2022,11.16
Geelong,R10,22/5/2021,2021,14.7
Geelong,R10,23/5/2014,2014,16.15
Geelong,R10,25/5/2017,2017,11.15
Geelong,R10,25/5/2019,2019,13.13
Geelong,R10,26/5/2018,2018,11.7
Geelong,R10,29/5/2016,2016,12.13
Geelong,R10,5/8/2020,2020,13.12
Geelong,R10,6/6/2015,2015,19.8
Geelong,R11,1/6/2019,2019,13.7
Geelong,R11,10/8/2020,2020,14.9
Geelong,R11,12/6/2015,2015,14.8
Geelong,R11,2/6/2017,2017,13.18
Geelong,R11,2/6/2018,2018,17.19
Geelong,R11,27/5/2023,2023,10.14
Geelong,R11,28/5/2022,2022,15.7
Geelong,R11,29/5/2014,2014,5.8
Geelong,R11,29/5/2021,2021,8.13
Geelong,R11,4/6/2016,2016,14.14
Geelong,R11,8/6/2012,2012,14.13
Geelong,R11,8/6/2013,2013,24.13
Geelong,R12,11/6/2016,2016,15.15
Geelong,R12,14/8/2020,2020,14.7
Geelong,R12,21/6/2015,2015,13.11
Geelong,R12,3/6/2022,2022,12.11
Geelong,R12,3/6/2023,2023,15.7
Geelong,R12,6/6/2014,2014,16.11
Geelong,R12,7/6/2019,2019,16.8
Geelong,R12,9/6/2018,2018,14.12
Geelong,R13,10/6/2021,2021,17.1
Geelong,R13,15/6/2014,2014,20.13
Geelong,R13,15/6/2017,2017,10.1
Geelong,R13,17/6/2018,2018,9.11
Geelong,R13,18/6/2016,2016,16.4
Geelong,R13,22/6/2012,2012,11.8
Geelong,R13,23/6/2013,2013,14.14
Geelong,R13,23/8/2020,2020,9.11
Geelong,R14,1/7/2012,2012,14.15
Geelong,R14,15/6/2023,2023,11.6
Geelong,R14,18/6/2021,2021,12.11
Geelong,R14,18/6/2022,2022,12.9
Geelong,R14,21/6/2014,2014,11.12
Geelong,R14,22/6/2019,2019,8.8
Geelong,R14,25/6/2016,2016,13.12
Geelong,R14,25/6/2017,2017,10.14
Geelong,R14,28/8/2020,2020,10.12
Geelong,R14,29/6/2013,2013,11.19
Geelong,R15,1/7/2017,2017,10.8
Geelong,R15,11/7/2015,2015,11.13
Geelong,R15,22/6/2023,2023,11.12
Geelong,R15,24/6/2021,2021,7.8
Geelong,R15,25/6/2022,2022,13.11
Geelong,R15,27/6/2014,2014,13.11
Geelong,R15,28/6/2019,2019,14.12
Geelong,R15,29/6/2018,2018,15.11
Geelong,R15,6/7/2013,2013,11.16
Geelong,R15,8/7/2012,2012,15.2
Geelong,R16,13/7/2013,2013,13.2
Geelong,R16,14/7/2012,2012,10.19
Geelong,R16,18/7/2015,2015,10.12
Geelong,R16,2/7/2021,2021,15.8
Geelong,R16,2/7/2022,2022,21.18
Geelong,R16,30/6/2023,2023,7.12
Geelong,R16,5/7/2018,2018,8.23
Geelong,R16,6/7/2014,2014,10.9
Geelong,R16,6/7/2019,2019,7.13
Geelong,R16,6/9/2020,2020,17.6
Geelong,R16,8/7/2016,2016,9.6
Geelong,R16,8/7/2017,2017,25.13
Geelong,R17,10/7/2021,2021,10.1
Geelong,R17,11/9/2020,2020,4.7
Geelong,R17,12/7/2014,2014,14.18
Geelong,R17,12/7/2018,2018,14.13
Geelong,R17,13/7/2019,2019,12.12
Geelong,R17,15/7/2016,2016,11.12
Geelong,R17,15/7/2017,2017,13.1
Geelong,R17,20/7/2012,2012,20.14
Geelong,R17,21/7/2013,2013,14.8
Geelong,R17,25/7/2015,2015,9.15
Geelong,R17,7/7/2022,2022,12.19
Geelong,R17,9/7/2023,2023,19.11
Geelong,R18,1/8/2015,2015,17.11
Geelong,R18,15/7/2021,2021,14.16
Geelong,R18,15/7/2023,2023,18.14
Geelong,R18,16/7/2022,2022,12.13
Geelong,R18,19/7/2014,2014,13.16
Geelong,R18,20/9/2020,2020,10.9
Geelong,R18,21/7/2017,2017,10.1
Geelong,R18,21/7/2018,2018,16.4
Geelong,R18,21/7/2019,2019,8.13
Geelong,R18,23/7/2016,2016,12.13
Geelong,R18,27/7/2013,2013,21.11
Geelong,R18,28/7/2012,2012,15.12
Geelong,R19,2/8/2013,2013,13.8
Geelong,R19,2/8/2014,2014,16.15
Geelong,R19,22/7/2023,2023,7.11
Geelong,R19,23/7/2022,2022,16.1
Geelong,R19,25/7/2021,2021,15.5
Geelong,R19,28/7/2018,2018,18.12
Geelong,R19,28/7/2019,2019,16.11
Geelong,R19,29/7/2016,2016,16.7
Geelong,R19,29/7/2017,2017,18.15
Geelong,R19,3/8/2012,2012,18.1
Geelong,R19,8/8/2015,2015,14.11
Geelong,R2,12/4/2015,2015,9.6
Geelong,R2,12/6/2020,2020,17.6
Geelong,R2,2/4/2017,2017,17.1
Geelong,R2,2/4/2018,2018,18.9
Geelong,R2,23/3/2023,2023,12.1
Geelong,R2,25/3/2022,2022,10.17
Geelong,R2,26/3/2021,2021,12.9
Geelong,R2,3/4/2016,2016,11.1
Geelong,R2,30/3/2014,2014,13.15
Geelong,R2,30/3/2019,2019,20.6
Geelong,R2,7/4/2013,2013,16.16
Geelong,R2,9/4/2012,2012,14.8
Geelong,R20,10/8/2012,2012,15.7
Geelong,R20,10/8/2013,2013,20.9
Geelong,R20,15/8/2015,2015,12.13
Geelong,R20,29/7/2023,2023,9.1
Geelong,R20,3/8/2018,2018,12.1
Geelong,R20,3/8/2019,2019,9.7
Geelong,R20,30/7/2022,2022,14.1
Geelong,R20,31/7/2021,2021,8.14
Geelong,R20,4/8/2017,2017,8.13
Geelong,R20,7/8/2016,2016,15.1
Geelong,R20,9/8/2014,2014,12.9
Geelong,R21,10/8/2019,2019,9.15
Geelong,R21,11/8/2018,2018,8.12
Geelong,R21,12/8/2017,2017,11.14
Geelong,R21,14/8/2016,2016,10.22
Geelong,R21,15/8/2014,2014,11.16
Geelong,R21,17/8/2012,2012,18.15
Geelong,R21,17/8/2013,2013,16.11
Geelong,R21,22/8/2015,2015,15.7
Geelong,R21,5/8/2023,2023,14.13
Geelong,R21,6/8/2021,2021,8.17
Geelong,R21,6/8/2022,2022,17.8
Geelong,R22,11/8/2023,2023,15.11
Geelong,R22,13/8/2022,2022,18.11
Geelong,R22,14/8/2021,2021,13.7
Geelong,R22,17/8/2019,2019,10.14
Geelong,R22,18/8/2018,2018,24.14
Geelong,R22,19/8/2017,2017,10.1
Geelong,R22,21/8/2016,2016,19.15
Geelong,R22,23/8/2014,2014,11.5
Geelong,R22,24/8/2013,2013,13.14
Geelong,R22,26/8/2012,2012,16.11
Geelong,R22,28/8/2015,2015,9.8
Geelong,R23,1/9/2012,2012,17.1
Geelong,R23,19/8/2023,2023,8.7
Geelong,R23,20/8/2022,2022,19.17
Geelong,R23,21/8/2021,2021,12.5
Geelong,R23,24/8/2019,2019,19.15
Geelong,R23,25/8/2018,2018,22.1
Geelong,R23,26/8/2017,2017,15.13
Geelong,R23,27/8/2016,2016,24.11
Geelong,R23,30/8/2014,2014,21.17
Geelong,R23,31/8/2013,2013,15.22
Geelong,R23,5/9/2015,2015,17.17
Geelong,R24,26/8/2023,2023,11.13
Geelong,R3,10/4/2016,2016,18.17
