Team,Round,Date,Year,Total Points
Richmond,PF,23/9/2017,2017,15.13
Richmond,QF,2/10/2020,2020,8.6
Richmond,QF,6/9/2018,2018,13.17
Richmond,QF,7/9/2019,2019,18.4
Richmond,QF,8/9/2017,2017,13.13
Richmond,R1,15/3/2014,2014,10.9
Richmond,R1,16/3/2023,2023,8.1
Richmond,R1,17/3/2022,2022,11.1
Richmond,R1,18/3/2021,2021,15.15
Richmond,R1,19/3/2020,2020,16.9
Richmond,R1,2/4/2015,2015,15.15
Richmond,R1,21/3/2019,2019,14.13
Richmond,R1,22/3/2018,2018,17.19
Richmond,R1,23/3/2017,2017,20.12
Richmond,R1,24/3/2016,2016,14.8
Richmond,R1,28/3/2013,2013,14.22
Richmond,R1,29/3/2012,2012,12.9
Richmond,R10,1/6/2012,2012,18.13
Richmond,R10,20/5/2023,2023,10.1
Richmond,R10,21/5/2021,2021,11.8
Richmond,R10,21/5/2022,2022,11.14
Richmond,R10,24/5/2014,2014,24.1
Richmond,R10,25/5/2019,2019,10.13
Richmond,R10,26/5/2018,2018,15.15
Richmond,R10,27/5/2017,2017,11.15
Richmond,R10,28/5/2016,2016,16.9
Richmond,R10,3/6/2013,2013,16.7
Richmond,R10,4/8/2020,2020,12.1
Richmond,R10,5/6/2015,2015,15.7
Richmond,R11,2/6/2018,2018,17.12
Richmond,R11,27/5/2022,2022,15.1
Richmond,R11,28/5/2023,2023,9.13
Richmond,R11,3/6/2016,2016,7.12
Richmond,R11,3/6/2017,2017,14.17
Richmond,R11,30/5/2021,2021,17.9
Richmond,R11,31/5/2014,2014,7.12
Richmond,R11,31/5/2019,2019,9.8
Richmond,R11,8/8/2020,2020,11.6
Richmond,R11,9/6/2012,2012,9.12
Richmond,R12,12/6/2016,2016,17.12
Richmond,R12,15/6/2013,2013,16.14
Richmond,R12,16/6/2012,2012,11.2
Richmond,R12,17/8/2020,2020,8.5
Richmond,R12,19/6/2015,2015,10.1
Richmond,R12,4/6/2023,2023,16.14
Richmond,R12,5/6/2021,2021,19.9
Richmond,R12,7/6/2019,2019,5.7
Richmond,R12,8/6/2014,2014,13.1
Richmond,R12,8/6/2018,2018,8.1
Richmond,R13,10/6/2023,2023,12.13
Richmond,R13,13/6/2019,2019,9.14
Richmond,R13,13/6/2021,2021,12.9
Richmond,R13,14/6/2014,2014,12.13
Richmond,R13,17/6/2017,2017,10.11
Richmond,R13,17/6/2018,2018,12.11
Richmond,R13,22/6/2013,2013,17.19
Richmond,R13,22/8/2020,2020,10.13
Richmond,R13,26/6/2015,2015,14.11
Richmond,R13,9/6/2022,2022,11.11
Richmond,R14,16/6/2022,2022,11.15
Richmond,R14,17/6/2023,2023,13.12
Richmond,R14,20/6/2014,2014,7.9
Richmond,R14,25/6/2016,2016,17.15
Richmond,R14,25/6/2017,2017,11.18
Richmond,R14,27/8/2020,2020,14.4
Richmond,R14,30/6/2012,2012,13.9
Richmond,R14,30/6/2013,2013,17.17
Richmond,R14,4/7/2015,2015,10.18
Richmond,R15,1/7/2016,2016,8.8
Richmond,R15,1/7/2017,2017,11.1
Richmond,R15,10/7/2015,2015,10.11
Richmond,R15,2/9/2020,2020,8.8
Richmond,R15,25/6/2021,2021,2.1
Richmond,R15,25/6/2022,2022,13.8
Richmond,R15,28/6/2014,2014,18.9
Richmond,R15,28/6/2018,2018,14.9
Richmond,R15,30/6/2019,2019,16.7
Richmond,R15,6/7/2013,2013,8.18
Richmond,R15,7/7/2012,2012,13.23
Richmond,R16,1/7/2021,2021,10.7
Richmond,R16,13/7/2013,2013,6.17
Richmond,R16,14/7/2012,2012,13.1
Richmond,R16,19/7/2015,2015,13.11
Richmond,R16,29/6/2023,2023,7.11
Richmond,R16,3/7/2022,2022,20.8
Richmond,R16,5/7/2014,2014,12.7
Richmond,R16,6/7/2018,2018,15.13
Richmond,R16,6/7/2019,2019,23.12
Richmond,R16,8/7/2017,2017,10.11
Richmond,R16,9/7/2016,2016,11.9
Richmond,R17,11/7/2021,2021,11.5
Richmond,R17,11/9/2020,2020,7.15
Richmond,R17,13/7/2014,2014,19.12
Richmond,R17,14/7/2018,2018,10.17
Richmond,R17,14/7/2019,2019,13.16
Richmond,R17,16/7/2016,2016,16.6
Richmond,R17,16/7/2017,2017,16.16
Richmond,R17,21/7/2013,2013,12.12
Richmond,R17,22/7/2012,2012,14.15
Richmond,R17,25/7/2015,2015,10.18
Richmond,R17,6/7/2023,2023,12.16
Richmond,R17,9/7/2022,2022,13.14
Richmond,R18,16/7/2021,2021,16.1
Richmond,R18,16/7/2022,2022,11.22
Richmond,R18,16/7/2023,2023,14.14
Richmond,R18,19/9/2020,2020,12.5
Richmond,R18,20/7/2018,2018,16.15
Richmond,R18,20/7/2019,2019,15.11
Richmond,R18,23/7/2017,2017,9.1
Richmond,R18,24/7/2016,2016,5.14
Richmond,R18,25/7/2014,2014,8.11
Richmond,R18,28/7/2012,2012,13.13
Richmond,R18,28/7/2013,2013,9.9
Richmond,R18,31/7/2015,2015,10.11
Richmond,R19,2/8/2014,2014,13.11
Richmond,R19,22/7/2022,2022,7.1
Richmond,R19,22/7/2023,2023,14.12
Richmond,R19,25/7/2021,2021,8.9
Richmond,R19,26/7/2019,2019,14.14
Richmond,R19,28/7/2018,2018,16.9
Richmond,R19,29/7/2017,2017,14.14
Richmond,R19,3/8/2013,2013,16.11
Richmond,R19,30/7/2016,2016,3.5
Richmond,R19,4/8/2012,2012,20.12
Richmond,R19,7/8/2015,2015,8.4
Richmond,R2,1/4/2016,2016,12.14
Richmond,R2,11/4/2015,2015,9.12
Richmond,R2,11/6/2020,2020,5.6
Richmond,R2,25/3/2023,2023,17.6
Richmond,R2,27/3/2014,2014,14.14
Richmond,R2,27/3/2022,2022,16.13
Richmond,R2,28/3/2019,2019,10.6
Richmond,R2,28/3/2021,2021,11.12
Richmond,R2,29/3/2018,2018,12.1
Richmond,R2,30/3/2017,2017,14.15
Richmond,R2,5/4/2013,2013,14.15
Richmond,R2,7/4/2012,2012,8.16
Richmond,R20,1/8/2021,2021,6.15
Richmond,R20,10/8/2013,2013,14.13
Richmond,R20,12/8/2012,2012,22.18
Richmond,R20,16/8/2015,2015,22.6
Richmond,R20,3/8/2018,2018,12.13
Richmond,R20,3/8/2019,2019,13.15
Richmond,R20,30/7/2023,2023,15.8
Richmond,R20,31/7/2022,2022,15.14
Richmond,R20,5/8/2016,2016,14.8
Richmond,R20,6/8/2017,2017,13.15
Richmond,R20,8/8/2014,2014,14.11
Richmond,R21,11/8/2018,2018,19.11
Richmond,R21,11/8/2019,2019,11.7
Richmond,R21,12/8/2017,2017,9.12
Richmond,R21,14/8/2016,2016,12.6
Richmond,R21,16/8/2014,2014,10.19
Richmond,R21,17/8/2013,2013,14.12
Richmond,R21,18/8/2012,2012,11.6
Richmond,R21,22/8/2015,2015,23.9
Richmond,R21,4/8/2023,2023,10.11
Richmond,R21,6/8/2022,2022,16.13
Richmond,R21,7/8/2021,2021,13.11
Richmond,R22,13/8/2021,2021,10.7
Richmond,R22,13/8/2023,2023,8.9
Richmond,R22,14/8/2022,2022,20.8
Richmond,R22,17/8/2018,2018,12.9
Richmond,R22,18/8/2019,2019,13.1
Richmond,R22,20/8/2016,2016,6.1
Richmond,R22,20/8/2017,2017,25.5
Richmond,R22,24/8/2012,2012,13.24
Richmond,R22,24/8/2014,2014,15.8
Richmond,R22,25/8/2013,2013,25.13
Richmond,R22,29/8/2015,2015,10.14
Richmond,R23,19/8/2023,2023,14.17
Richmond,R23,2/9/2012,2012,16.1
Richmond,R23,20/8/2022,2022,21.15
Richmond,R23,21/8/2021,2021,12.11
Richmond,R23,25/8/2018,2018,15.8
Richmond,R23,25/8/2019,2019,12.1
Richmond,R23,27/8/2016,2016,7.9
Richmond,R23,27/8/2017,2017,19.8
Richmond,R23,30/8/2014,2014,10.8
Richmond,R23,31/8/2013,2013,15.14
Richmond,R23,4/9/2015,2015,16.12
Richmond,R24,27/8/2023,2023,8.15
Richmond,R3,14/4/2012,2012,20.13
Richmond,R3,14/4/2013,2013,20.15
Richmond,R3,18/4/2015,2015,21.11
Richmond,R3,18/6/2020,2020,5.9
Richmond,R3,3/4/2021,2021,10.12
Richmond,R3,3/4/2022,2022,13.6
Richmond,R3,31/3/2023,2023,7.7
Richmond,R3,5/4/2014,2014,15.8
Richmond,R3,6/4/2019,2019,10.16
Richmond,R3,8/4/2017,2017,11.1
Richmond,R3,8/4/2018,2018,15.12
Richmond,R3,9/4/2016,2016,13.14
Richmond,R4,11/4/2014,2014,10.12
Richmond,R4,13/4/2019,2019,15.9
Richmond,R4,14/4/2018,2018,16.14
Richmond,R4,15/4/2016,2016,9.3
Richmond,R4,16/4/2017,2017,17.17
Richmond,R4,20/4/2013,2013,11.13
Richmond,R4,22/4/2012,2012,9.11
Richmond,R4,24/4/2015,2015,6.15
Richmond,R4,27/6/2020,2020,10.7
Richmond,R4,8/4/2023,2023,12.12
Richmond,R4,9/4/2021,2021,11.11
Richmond,R4,9/4/2022,2022,15.9
Richmond,R5,14/4/2023,2023,11.12
Richmond,R5,15/4/2021,2021,20.14
Richmond,R5,16/4/2022,2022,12.1
Richmond,R5,17/4/2014,2014,15.16
Richmond,R5,2/5/2015,2015,11.1
Richmond,R5,20/4/2019,2019,13.11
Richmond,R5,24/4/2016,2016,14.12
Richmond,R5,24/4/2017,2017,12.16
Richmond,R5,24/4/2018,2018,15.12
Richmond,R5,26/4/2013,2013,12.8
Richmond,R5,29/4/2012,2012,14.13
Richmond,R5,5/7/2020,2020,12.7
Richmond,R6,12/7/2020,2020,4.1
Richmond,R6,24/4/2019,2019,12.13
Richmond,R6,24/4/2021,2021,6.12
Richmond,R6,24/4/2022,2022,8.6
Richmond,R6,24/4/2023,2023,11.12
Richmond,R6,27/4/2014,2014,7.1
Richmond,R6,29/4/2018,2018,16.17
Richmond,R6,30/4/2016,2016,8.11
Richmond,R6,30/4/2017,2017,10.4
Richmond,R6,4/5/2013,2013,13.9
Richmond,R6,6/5/2012,2012,13.13
Richmond,R6,9/5/2015,2015,10.14
Richmond,R7,11/5/2013,2013,18.6
Richmond,R7,12/5/2012,2012,13.13
Richmond,R7,17/5/2015,2015,16.9
Richmond,R7,18/7/2020,2020,11.11
Richmond,R7,29/4/2022,2022,25.15
Richmond,R7,30/4/2021,2021,11.11
Richmond,R7,30/4/2023,2023,6.12
Richmond,R7,4/5/2014,2014,12.4
Richmond,R7,4/5/2019,2019,7.1
Richmond,R7,6/5/2016,2016,13.12
Richmond,R7,6/5/2017,2017,11.9
Richmond,R7,6/5/2018,2018,15.2
Richmond,R8,12/5/2019,2019,17.9
Richmond,R8,13/5/2018,2018,12.1
Richmond,R8,14/5/2016,2016,14.17
Richmond,R8,14/5/2017,2017,10.1
Richmond,R8,19/5/2012,2012,15.19
Richmond,R8,19/5/2013,2013,15.16
Richmond,R8,24/5/2015,2015,11.1
Richmond,R8,24/7/2020,2020,6.14
Richmond,R8,6/5/2023,2023,15.14
Richmond,R8,7/5/2021,2021,9.9
Richmond,R8,7/5/2022,2022,17.11
Richmond,R9,12/5/2023,2023,16.6
Richmond,R9,14/5/2022,2022,17.15
Richmond,R9,15/5/2021,2021,13.9
Richmond,R9,17/5/2014,2014,9.2
Richmond,R9,19/5/2019,2019,14.11
Richmond,R9,20/5/2017,2017,10.15
Richmond,R9,20/5/2018,2018,12.11
Richmond,R9,21/5/2016,2016,11.17
Richmond,R9,25/5/2013,2013,9.8
Richmond,R9,26/5/2012,2012,21.11
Richmond,R9,29/7/2020,2020,13.12
Richmond,R9,30/5/2015,2015,10.12
Richmond,SF,9/10/2020,2020,12.8
St Kilda,EF,3/10/2020,2020,10.7
St Kilda,EF,9/9/2023,2023,11.11
St Kilda,R1,1/4/2012,2012,13.7
St Kilda,R1,18/3/2022,2022,12.13
St Kilda,R1,19/3/2023,2023,10.7
St Kilda,R1,21/3/2021,2021,13.8
St Kilda,R1,22/3/2014,2014,10.8
St Kilda,R1,22/3/2020,2020,7.12
St Kilda,R1,24/3/2018,2018,16.11
St Kilda,R1,24/3/2019,2019,13.7
St Kilda,R1,25/3/2017,2017,13.12
St Kilda,R1,27/3/2016,2016,15.1
St Kilda,R1,30/3/2013,2013,10.17
St Kilda,R1,5/4/2015,2015,11.12
St Kilda,R10,1/6/2012,2012,16.17
St Kilda,R10,2/6/2013,2013,10.5
St Kilda,R10,21/5/2022,2022,14.6
St Kilda,R10,21/5/2023,2023,13.14
St Kilda,R10,22/5/2021,2021,5.3
St Kilda,R10,26/5/2018,2018,12.5
St Kilda,R10,26/5/2019,2019,9.14
St Kilda,R10,27/5/2017,2017,7.8
St Kilda,R10,28/5/2016,2016,15.11
St Kilda,R10,6/8/2020,2020,12.6
St Kilda,R10,7/6/2015,2015,10.9
St Kilda,R11,10/8/2020,2020,4.1
St Kilda,R11,14/6/2015,2015,12.13
St Kilda,R11,2/6/2018,2018,14.4
St Kilda,R11,2/6/2019,2019,9.15
St Kilda,R11,27/5/2023,2023,12.6
St Kilda,R11,29/5/2021,2021,12.16
St Kilda,R11,29/5/2022,2022,16.7
St Kilda,R11,30/5/2014,2014,8.6
St Kilda,R11,5/6/2016,2016,6.9
St Kilda,R11,9/6/2012,2012,21.18
St Kilda,R11,9/6/2013,2013,11.14
St Kilda,R12,12/6/2016,2016,17.8
St Kilda,R12,15/6/2012,2012,16.15
St Kilda,R12,16/8/2020,2020,10.8
St Kilda,R12,5/6/2021,2021,12.11
St Kilda,R12,7/6/2014,2014,9.5
St Kilda,R12,9/6/2017,2017,7.12
St Kilda,R12,9/6/2018,2018,7.13
St Kilda,R13,11/6/2022,2022,8.9
St Kilda,R13,12/6/2021,2021,8.12
St Kilda,R13,15/6/2014,2014,5.7
St Kilda,R13,15/6/2019,2019,11.14
St Kilda,R13,16/6/2017,2017,12.17
St Kilda,R13,16/6/2018,2018,11.14
St Kilda,R13,22/6/2013,2013,16.8
St Kilda,R13,23/8/2020,2020,7.6
St Kilda,R13,27/6/2015,2015,7.14
St Kilda,R13,8/6/2023,2023,12.8
St Kilda,R14,1/7/2012,2012,15.13
St Kilda,R14,17/6/2022,2022,11.6
St Kilda,R14,17/6/2023,2023,11.4
St Kilda,R14,22/6/2014,2014,10.1
St Kilda,R14,22/6/2019,2019,8.11
St Kilda,R14,25/6/2016,2016,14.9
St Kilda,R14,25/6/2017,2017,14.19
St Kilda,R14,29/8/2020,2020,7.7
St Kilda,R14,30/6/2013,2013,8.7
St Kilda,R14,5/7/2015,2015,25.12
St Kilda,R15,1/7/2018,2018,18.11
St Kilda,R15,12/7/2015,2015,6.13
St Kilda,R15,2/7/2016,2016,8.2
St Kilda,R15,2/7/2017,2017,12.17
St Kilda,R15,23/6/2023,2023,8.8
St Kilda,R15,25/6/2021,2021,9.8
St Kilda,R15,25/6/2022,2022,4.8
St Kilda,R15,28/6/2014,2014,11.7
St Kilda,R15,30/6/2019,2019,10.1
St Kilda,R15,7/7/2012,2012,21.7
St Kilda,R15,7/7/2013,2013,11.4
St Kilda,R16,1/7/2022,2022,14.9
St Kilda,R16,10/7/2016,2016,17.7
St Kilda,R16,13/7/2013,2013,10.14
St Kilda,R16,14/7/2012,2012,16.9
St Kilda,R16,19/7/2015,2015,10.13
St Kilda,R16,2/7/2023,2023,12.13
St Kilda,R16,4/7/2021,2021,10.1
St Kilda,R16,6/7/2014,2014,10.6
St Kilda,R16,6/9/2020,2020,11.14
St Kilda,R16,7/7/2018,2018,7.8
St Kilda,R16,7/7/2019,2019,11.7
St Kilda,R16,8/7/2017,2017,21.12
St Kilda,R17,10/7/2021,2021,14.11
St Kilda,R17,10/9/2020,2020,6.14
St Kilda,R17,12/7/2014,2014,3.15
St Kilda,R17,13/7/2018,2018,16.2
St Kilda,R17,13/7/2019,2019,8.9
St Kilda,R17,14/7/2017,2017,7.15
St Kilda,R17,17/7/2016,2016,15.2
St Kilda,R17,20/7/2013,2013,13.14
St Kilda,R17,22/7/2012,2012,10.16
St Kilda,R17,26/7/2015,2015,12.11
St Kilda,R17,8/7/2023,2023,8.1
St Kilda,R17,9/7/2022,2022,10.1
St Kilda,R18,15/7/2022,2022,7.14
St Kilda,R18,15/7/2023,2023,8.3
St Kilda,R18,17/7/2021,2021,8.13
St Kilda,R18,18/9/2020,2020,12.1
St Kilda,R18,19/7/2014,2014,17.16
St Kilda,R18,2/8/2015,2015,6.13
St Kilda,R18,20/7/2018,2018,8.9
St Kilda,R18,21/7/2019,2019,17.14
St Kilda,R18,22/7/2017,2017,9.5
St Kilda,R18,23/7/2016,2016,11.9
St Kilda,R18,27/7/2013,2013,5.6
St Kilda,R18,29/7/2012,2012,16.22
St Kilda,R19,2/8/2014,2014,9.1
St Kilda,R19,23/7/2023,2023,9.15
St Kilda,R19,24/7/2021,2021,13.8
St Kilda,R19,24/7/2022,2022,14.6
St Kilda,R19,27/7/2019,2019,15.14
St Kilda,R19,28/7/2018,2018,8.13
St Kilda,R19,29/7/2017,2017,8.13
St Kilda,R19,3/8/2013,2013,11.11
St Kilda,R19,30/7/2016,2016,8.14
St Kilda,R19,4/8/2012,2012,13.7
St Kilda,R19,9/8/2015,2015,8.11
St Kilda,R2,1/4/2017,2017,13.19
St Kilda,R2,11/4/2015,2015,16.8
St Kilda,R2,14/6/2020,2020,14.4
St Kilda,R2,2/4/2016,2016,5.6
St Kilda,R2,25/3/2023,2023,14.8
St Kilda,R2,27/3/2021,2021,11.7
St Kilda,R2,27/3/2022,2022,9.11
St Kilda,R2,29/3/2014,2014,15.5
St Kilda,R2,30/3/2018,2018,5.13
St Kilda,R2,30/3/2019,2019,10.16
St Kilda,R2,5/4/2013,2013,12.1
St Kilda,R2,8/4/2012,2012,21.13
St Kilda,R20,10/8/2014,2014,15.9
St Kilda,R20,11/8/2012,2012,16.11
St Kilda,R20,15/8/2015,2015,11.17
St Kilda,R20,3/8/2019,2019,10.1
St Kilda,R20,30/7/2021,2021,12.9
St Kilda,R20,30/7/2022,2022,10.15
St Kilda,R20,30/7/2023,2023,19.8
St Kilda,R20,4/8/2018,2018,9.14
St Kilda,R20,6/8/2017,2017,15.13
St Kilda,R20,7/8/2016,2016,19.8
St Kilda,R20,9/8/2013,2013,7.14
St Kilda,R21,10/8/2018,2018,11.13
St Kilda,R21,11/8/2019,2019,10.12
St Kilda,R21,13/8/2016,2016,11.1
St Kilda,R21,13/8/2017,2017,10.12
St Kilda,R21,16/8/2014,2014,8.8
St Kilda,R21,17/8/2012,2012,11.15
St Kilda,R21,18/8/2013,2013,8.11
St Kilda,R21,22/8/2015,2015,14.13
St Kilda,R21,6/8/2022,2022,10.5
St Kilda,R21,6/8/2023,2023,8.6
St Kilda,R21,7/8/2021,2021,14.9
St Kilda,R22,12/8/2022,2022,9.12
St Kilda,R22,13/8/2023,2023,14.9
St Kilda,R22,14/8/2021,2021,11.5
St Kilda,R22,17/8/2019,2019,10.8
St Kilda,R22,18/8/2018,2018,11.1
St Kilda,R22,20/8/2016,2016,7.13
St Kilda,R22,20/8/2017,2017,18.19
St Kilda,R22,24/8/2014,2014,10.12
St Kilda,R22,25/8/2012,2012,25.13
St Kilda,R22,25/8/2013,2013,17.14
St Kilda,R22,30/8/2015,2015,4.14
St Kilda,R23,19/8/2023,2023,12.16
St Kilda,R23,2/9/2012,2012,16.1
St Kilda,R23,21/8/2022,2022,11.8
St Kilda,R23,22/8/2021,2021,17.5
St Kilda,R23,24/8/2019,2019,8.16
St Kilda,R23,26/8/2018,2018,14.1
St Kilda,R23,27/8/2017,2017,12.9
St Kilda,R23,28/8/2016,2016,25.11
St Kilda,R23,31/8/2013,2013,16.16
St Kilda,R23,31/8/2014,2014,9.8
St Kilda,R23,5/9/2015,2015,4.6
St Kilda,R24,26/8/2023,2023,9.6
St Kilda,R3,1/4/2023,2023,14.8
St Kilda,R3,13/4/2013,2013,21.14
St Kilda,R3,14/4/2012,2012,15.13
St Kilda,R3,17/4/2015,2015,10.6
St Kilda,R3,20/6/2020,2020,5.7
St Kilda,R3,3/4/2021,2021,9.14
St Kilda,R3,3/4/2022,2022,18.9
St Kilda,R3,5/4/2014,2014,8.1
St Kilda,R3,7/4/2018,2018,7.13
St Kilda,R3,7/4/2019,2019,9.12
St Kilda,R3,9/4/2016,2016,18.11
St Kilda,R3,9/4/2017,2017,14.23
St Kilda,R4,10/4/2021,2021,15.12
St Kilda,R4,10/4/2022,2022,22.1
St Kilda,R4,13/4/2014,2014,7.8
St Kilda,R4,14/4/2019,2019,10.14
St Kilda,R4,15/4/2018,2018,7.14
St Kilda,R4,16/4/2016,2016,13.6
St Kilda,R4,16/4/2017,2017,9.15
St Kilda,R4,20/4/2012,2012,11.13
St Kilda,R4,20/4/2013,2013,13.13
St Kilda,R4,25/4/2015,2015,12.9
St Kilda,R4,27/6/2020,2020,15.3
St Kilda,R4,8/4/2023,2023,17.11
St Kilda,R5,15/4/2021,2021,7.6
St Kilda,R5,16/4/2022,2022,13.9
St Kilda,R5,16/4/2023,2023,9.1
St Kilda,R5,19/4/2014,2014,11.15
St Kilda,R5,2/7/2020,2020,11.7
St Kilda,R5,20/4/2019,2019,15.5
St Kilda,R5,21/4/2018,2018,10.13
St Kilda,R5,23/4/2017,2017,13.1
St Kilda,R5,24/4/2016,2016,12.7
St Kilda,R5,25/4/2013,2013,9.9
St Kilda,R5,28/4/2012,2012,12.12
St Kilda,R5,3/5/2015,2015,11.14
St Kilda,R6,11/7/2020,2020,11.7
St Kilda,R6,22/4/2022,2022,10.17
St Kilda,R6,23/4/2023,2023,12.1
St Kilda,R6,25/4/2014,2014,11.13
St Kilda,R6,25/4/2021,2021,5.9
St Kilda,R6,27/4/2019,2019,10.8
St Kilda,R6,28/4/2018,2018,7.12
St Kilda,R6,29/4/2017,2017,19.16
St Kilda,R6,3/5/2013,2013,11.11
St Kilda,R6,30/4/2016,2016,20.15
St Kilda,R6,5/5/2012,2012,13.1
St Kilda,R6,9/5/2015,2015,14.1
St Kilda,R7,1/5/2021,2021,19.14
St Kilda,R7,13/5/2013,2013,11.11
St Kilda,R7,14/5/2012,2012,19.8
St Kilda,R7,16/5/2015,2015,10.13
St Kilda,R7,20/7/2020,2020,12.6
St Kilda,R7,28/4/2023,2023,11.1
St Kilda,R7,3/5/2014,2014,4.6
St Kilda,R7,30/4/2022,2022,4.18
St Kilda,R7,4/5/2019,2019,10.1
St Kilda,R7,5/5/2017,2017,16.12
St Kilda,R7,6/5/2018,2018,9.13
St Kilda,R7,8/5/2016,2016,11.9
St Kilda,R8,11/5/2019,2019,10.1
St Kilda,R8,12/5/2014,2014,9.15
St Kilda,R8,12/5/2018,2018,8.11
St Kilda,R8,13/5/2017,2017,12.13
St Kilda,R8,15/5/2016,2016,3.11
St Kilda,R8,19/5/2013,2013,6.11
St Kilda,R8,20/5/2012,2012,13.13
St Kilda,R8,23/5/2015,2015,12.6
St Kilda,R8,25/7/2020,2020,12.1
St Kilda,R8,7/5/2023,2023,8.16
St Kilda,R8,8/5/2021,2021,8.15
St Kilda,R8,8/5/2022,2022,8.7
St Kilda,R9,1/8/2020,2020,15.11
St Kilda,R9,14/5/2021,2021,5.17
St Kilda,R9,14/5/2022,2022,13.12
St Kilda,R9,14/5/2023,2023,10.9
St Kilda,R9,18/5/2014,2014,13.9
St Kilda,R9,18/5/2019,2019,10.11
St Kilda,R9,19/5/2018,2018,10.12
St Kilda,R9,20/5/2017,2017,10.8
St Kilda,R9,22/5/2016,2016,16.13
St Kilda,R9,25/5/2013,2013,15.11
St Kilda,R9,26/5/2012,2012,16.15
St Kilda,R9,31/5/2015,2015,16.12
St Kilda,SF,9/10/2020,2020,6.13
Sydney,EF,28/8/2021,2021,10.13
Sydney,EF,8/9/2018,2018,4.6
Sydney,EF,8/9/2023,2023,9.14
Sydney,EF,9/9/2017,2017,19.7
Sydney,GF,1/10/2016,2016,10.7
Sydney,GF,24/9/2022,2022,8.4
Sydney,GF,27/9/2014,2014,11.8
Sydney,GF,29/9/2012,2012,14.7
Sydney,PF,17/9/2022,2022,14.11
Sydney,PF,19/9/2014,2014,19.22
Sydney,PF,21/9/2012,2012,13.18
Sydney,PF,21/9/2013,2013,11.8
Sydney,PF,23/9/2016,2016,15.7
Sydney,QF,10/9/2016,2016,7.13
Sydney,QF,12/9/2015,2015,7.18
Sydney,QF,2/9/2022,2022,14.7
Sydney,QF,6/9/2013,2013,7.9
Sydney,QF,6/9/2014,2014,13.15
Sydney,QF,8/9/2012,2012,11.5
Sydney,R1,15/3/2014,2014,9.13
Sydney,R1,18/3/2023,2023,16.14
Sydney,R1,19/3/2022,2022,17.1
Sydney,R1,20/3/2021,2021,19.11
Sydney,R1,21/3/2020,2020,11.8
Sydney,R1,23/3/2019,2019,9.11
Sydney,R1,24/3/2012,2012,14.16
Sydney,R1,25/3/2017,2017,12.1
Sydney,R1,25/3/2018,2018,18.7
Sydney,R1,26/3/2016,2016,18.25
Sydney,R1,30/3/2013,2013,16.1
Sydney,R1,4/4/2015,2015,10.12
Sydney,R10,1/6/2013,2013,17.13
Sydney,R10,20/5/2022,2022,13.9
Sydney,R10,20/5/2023,2023,14.9
Sydney,R10,22/5/2021,2021,13.6
Sydney,R10,24/5/2019,2019,11.7
Sydney,R10,26/5/2017,2017,11.9
Sydney,R10,26/5/2018,2018,10.7
Sydney,R10,27/5/2016,2016,14.7
Sydney,R10,3/6/2012,2012,20.12
Sydney,R10,6/6/2015,2015,13.15
Sydney,R10,6/8/2020,2020,6.5
Sydney,R11,1/6/2018,2018,13.13
Sydney,R11,1/6/2019,2019,8.15
Sydney,R11,13/6/2015,2015,14.7
Sydney,R11,26/5/2023,2023,11.11
Sydney,R11,27/5/2022,2022,16.1
Sydney,R11,29/5/2014,2014,22.16
Sydney,R11,30/5/2021,2021,15.1
Sydney,R11,4/6/2016,2016,11.13
Sydney,R11,8/6/2013,2013,19.13
Sydney,R11,9/6/2012,2012,13.8
Sydney,R12,12/6/2016,2016,9.9
Sydney,R12,13/8/2020,2020,10.6
Sydney,R12,4/6/2022,2022,10.13
Sydney,R12,5/6/2021,2021,13.14
Sydney,R12,8/6/2014,2014,17.7
Sydney,R12,8/6/2017,2017,12.16
Sydney,R12,9/6/2018,2018,19.12
Sydney,R12,9/6/2019,2019,18.8
Sydney,R13,11/6/2021,2021,7.9
Sydney,R13,14/6/2014,2014,14.14
Sydney,R13,15/6/2018,2018,10.12
Sydney,R13,17/6/2017,2017,12.8
Sydney,R13,19/6/2016,2016,12.14
Sydney,R13,22/6/2012,2012,12.8
Sydney,R13,22/6/2013,2013,8.6
Sydney,R13,22/8/2020,2020,2.7
Sydney,R13,26/6/2015,2015,11.11
Sydney,R13,8/6/2023,2023,9.12
Sydney,R14,16/6/2023,2023,12.9
Sydney,R14,18/6/2022,2022,8.11
Sydney,R14,2/7/2015,2015,14.1
Sydney,R14,20/6/2014,2014,9.8
Sydney,R14,21/6/2019,2019,12.1
Sydney,R14,23/6/2017,2017,11.2
Sydney,R14,28/6/2013,2013,8.17
Sydney,R14,29/8/2020,2020,7.5
Sydney,R14,30/6/2012,2012,19.18
Sydney,R15,12/7/2015,2015,10.1
Sydney,R15,2/7/2016,2016,11.13
Sydney,R15,24/6/2023,2023,31.19
Sydney,R15,25/6/2022,2022,12.11
Sydney,R15,26/6/2021,2021,10.11
Sydney,R15,28/6/2014,2014,15.16
Sydney,R15,28/6/2018,2018,11.1
Sydney,R15,29/6/2019,2019,14.9
Sydney,R15,3/9/2020,2020,10.7
Sydney,R15,30/6/2017,2017,11.19
Sydney,R15,7/7/2012,2012,16.14
Sydney,R15,7/7/2013,2013,16.2
Sydney,R16,14/7/2013,2013,24.27
Sydney,R16,15/7/2012,2012,18.13
Sydney,R16,18/7/2015,2015,7.15
