Team,RoundOrder,Date,Year,Total Points,Cumulative Points
Greater Western Sydney,20,11/8/2012,2012,12.7,166.31
Greater Western Sydney,20,11/8/2013,2013,6.8,205.13
Greater Western Sydney,20,15/8/2015,2015,13.12,237.29000000000002
Greater Western Sydney,20,29/7/2023,2023,11.12,234.18
Greater Western Sydney,20,3/8/2019,2019,12.11,256.73
Greater Western Sydney,20,30/7/2022,2022,5.9,212.28
Greater Western Sydney,20,5/8/2017,2017,14.13,272.81
Greater Western Sydney,20,5/8/2018,2018,23.13,241.42000000000002
Greater Western Sydney,20,6/8/2016,2016,14.8,311.08
Greater Western Sydney,20,9/8/2014,2014,7.9,220.21
Greater Western Sydney,21,11/8/2017,2017,16.9,289.71
Greater Western Sydney,21,11/8/2018,2018,15.16,256.58
Greater Western Sydney,21,13/8/2016,2016,14.12,325.2
Greater Western Sydney,21,17/8/2013,2013,9.9,215.03
Greater Western Sydney,21,17/8/2014,2014,15.8,236.01
Greater Western Sydney,21,18/8/2012,2012,9.5,175.81
Greater Western Sydney,21,22/8/2015,2015,6.8,244.09
Greater Western Sydney,21,5/8/2023,2023,12.13,246.31
Greater Western Sydney,21,6/8/2021,2021,13.6,235.89
Greater Western Sydney,21,6/8/2022,2022,14.12,226.4
Greater Western Sydney,21,9/8/2019,2019,4.5,261.23
Greater Western Sydney,22,13/8/2021,2021,16.1,251.99
Greater Western Sydney,22,13/8/2022,2022,8.9,235.3
Greater Western Sydney,22,13/8/2023,2023,13.7,260.01
Greater Western Sydney,22,18/8/2018,2018,8.12,264.7
Greater Western Sydney,22,18/8/2019,2019,9.11,270.34000000000003
Greater Western Sydney,22,19/8/2017,2017,12.9,302.61
Greater Western Sydney,22,20/8/2016,2016,19.15,344.35
Greater Western Sydney,22,23/8/2014,2014,9.13,245.14
Greater Western Sydney,22,25/8/2012,2012,5.5,181.31
Greater Western Sydney,22,25/8/2013,2013,6.6,221.63
Greater Western Sydney,22,29/8/2015,2015,20.12,264.21000000000004
Greater Western Sydney,23,1/9/2012,2012,11.11,192.42
Greater Western Sydney,23,1/9/2013,2013,9.9,231.53
Greater Western Sydney,23,19/8/2023,2023,25.12,285.13
Greater Western Sydney,23,20/8/2022,2022,10.9,246.2
Greater Western Sydney,23,21/8/2021,2021,12.17,264.15999999999997
Greater Western Sydney,23,24/8/2019,2019,20.7,291.04
Greater Western Sydney,23,26/8/2017,2017,8.11,310.72
Greater Western Sydney,23,26/8/2018,2018,8.9,273.6
Greater Western Sydney,23,27/8/2016,2016,14.16,358.51
Greater Western Sydney,23,31/8/2014,2014,18.7,263.84
Greater Western Sydney,23,6/9/2015,2015,11.11,275.32
Greater Western Sydney,24,27/8/2023,2023,16.9,302.03000000000003
Greater Western Sydney,25,28/8/2021,2021,11.8,275.96
Greater Western Sydney,25,7/9/2019,2019,16.17,307.21000000000004
Greater Western Sydney,25,8/9/2018,2018,10.19,283.79
Greater Western Sydney,25,9/9/2023,2023,15.11,317.14
Greater Western Sydney,26,10/9/2016,2016,12.19,370.7
Greater Western Sydney,26,7/9/2017,2017,6.12,316.84
Greater Western Sydney,27,14/9/2019,2019,12.11,319.32
Greater Western Sydney,27,15/9/2018,2018,9.5,293.29
Greater Western Sydney,27,16/9/2017,2017,19.11,335.95
Greater Western Sydney,27,16/9/2023,2023,13.15,330.29
Greater Western Sydney,27,3/9/2021,2021,10.8,286.76
Greater Western Sydney,28,21/9/2019,2019,8.8,328.12
Greater Western Sydney,28,22/9/2023,2023,8.9,339.19
Greater Western Sydney,28,23/9/2017,2017,9.13,345.08
Greater Western Sydney,28,24/9/2016,2016,12.11,382.81
Greater Western Sydney,29,28/9/2019,2019,3.7,331.82
Hawthorn,1,1/4/2013,2013,12.14,12.14
Hawthorn,1,19/3/2023,2023,9.11,9.11
Hawthorn,1,20/3/2021,2021,14.8,14.8
Hawthorn,1,20/3/2022,2022,11.12,11.12
Hawthorn,1,22/3/2014,2014,21.13,21.13
Hawthorn,1,22/3/2020,2020,14.6,14.6
Hawthorn,1,23/3/2019,2019,12.15,12.15
Hawthorn,1,24/3/2018,2018,15.11,15.11
Hawthorn,1,25/3/2017,2017,12.19,12.19
Hawthorn,1,28/3/2016,2016,12.14,12.14
Hawthorn,1,30/3/2012,2012,20.17,20.17
Hawthorn,1,6/4/2015,2015,17.21,17.21
Hawthorn,2,1/4/2017,2017,13.11,25.299999999999997
Hawthorn,2,12/4/2015,2015,11.1,28.310000000000002
Hawthorn,2,12/6/2020,2020,7.5,22.1
Hawthorn,2,2/4/2018,2018,17.16,32.269999999999996
Hawthorn,2,26/3/2022,2022,19.6,30.72
Hawthorn,2,26/3/2023,2023,4.13,13.239999999999998
Hawthorn,2,28/3/2014,2014,13.12,34.25
Hawthorn,2,28/3/2021,2021,7.7,22.5
Hawthorn,2,3/4/2016,2016,14.15,26.29
Hawthorn,2,31/3/2019,2019,13.9,26.05
Hawthorn,2,7/4/2013,2013,23.1,35.24
Hawthorn,2,9/4/2012,2012,13.12,33.29
Hawthorn,3,1/4/2023,2023,11.14,24.38
Hawthorn,3,10/4/2016,2016,14.9,41.19
Hawthorn,3,14/4/2013,2013,22.13,57.370000000000005
Hawthorn,3,15/4/2012,2012,21.14,54.43
Hawthorn,3,18/6/2020,2020,11.5,33.6
Hawthorn,3,19/4/2015,2015,19.13,47.44
Hawthorn,3,3/4/2022,2022,11.7,42.42
Hawthorn,3,4/4/2014,2014,21.11,55.36
Hawthorn,3,5/4/2021,2021,9.1,31.6
Hawthorn,3,7/4/2019,2019,13.9,39.95
Hawthorn,3,8/4/2018,2018,13.11,45.379999999999995
Hawthorn,3,9/4/2017,2017,7.11,32.41
Hawthorn,4,10/4/2022,2022,10.13,52.55
Hawthorn,4,10/4/2023,2023,6.9,31.28
Hawthorn,4,11/4/2021,2021,12.9,44.5
Hawthorn,4,12/4/2014,2014,23.1,78.46000000000001
Hawthorn,4,14/4/2019,2019,10.9,50.85
Hawthorn,4,15/4/2018,2018,18.7,64.08
Hawthorn,4,16/4/2016,2016,13.9,55.09
Hawthorn,4,17/4/2017,2017,6.12,38.53
Hawthorn,4,20/4/2013,2013,18.1,75.47
Hawthorn,4,21/4/2012,2012,5.16,59.59
Hawthorn,4,25/4/2015,2015,13.13,60.57
Hawthorn,4,28/6/2020,2020,8.1,41.7
Hawthorn,5,16/4/2023,2023,11.9,43.18
Hawthorn,5,18/4/2021,2021,8.6,53.1
Hawthorn,5,18/4/2022,2022,14.8,67.35
Hawthorn,5,2/5/2015,2015,19.16,79.72999999999999
Hawthorn,5,21/4/2014,2014,12.15,90.61
Hawthorn,5,22/4/2016,2016,17.1,72.19
Hawthorn,5,22/4/2018,2018,11.4,75.48
Hawthorn,5,22/4/2019,2019,13.12,63.97
Hawthorn,5,23/4/2017,2017,19.11,57.64
Hawthorn,5,28/4/2013,2013,14.15,89.62
Hawthorn,5,29/4/2012,2012,10.9,70.49
Hawthorn,5,5/7/2020,2020,7.7,49.4
Hawthorn,6,10/7/2020,2020,3.9,53.3
Hawthorn,6,23/4/2023,2023,11.1,54.28
Hawthorn,6,25/4/2021,2021,15.12,68.22
Hawthorn,6,25/4/2022,2022,10.8,78.15
Hawthorn,6,27/4/2014,2014,18.1,108.71000000000001
Hawthorn,6,28/4/2018,2018,13.11,88.59
Hawthorn,6,28/4/2019,2019,13.15,77.12
Hawthorn,6,29/4/2017,2017,8.7,66.34
Hawthorn,6,30/4/2016,2016,12.11,84.30000000000001
Hawthorn,6,4/5/2013,2013,13.11,102.73
Hawthorn,6,5/5/2012,2012,18.15,88.64
Hawthorn,6,9/5/2015,2015,14.14,93.87
Hawthorn,7,1/5/2021,2021,9.5,77.72
Hawthorn,7,11/5/2012,2012,15.25,103.89
Hawthorn,7,11/5/2013,2013,18.11,120.84
Hawthorn,7,16/5/2015,2015,24.11,117.97999999999999
Hawthorn,7,19/7/2020,2020,7.6,60.9
Hawthorn,7,29/4/2023,2023,9.11,63.39
Hawthorn,7,3/5/2014,2014,27.13,135.84
Hawthorn,7,30/4/2022,2022,11.15,89.3
Hawthorn,7,4/5/2019,2019,11.8,88.92
Hawthorn,7,5/5/2018,2018,13.12,101.71
Hawthorn,7,6/5/2016,2016,21.1,105.4
Hawthorn,7,7/5/2017,2017,14.1,80.44
Hawthorn,8,11/5/2018,2018,10.11,111.82
Hawthorn,8,12/5/2019,2019,10.11,99.03
Hawthorn,8,13/5/2017,2017,17.11,97.55
Hawthorn,8,14/5/2016,2016,17.14,122.54
Hawthorn,8,18/5/2013,2013,21.14,141.98000000000002
Hawthorn,8,19/5/2012,2012,17.17,121.06
Hawthorn,8,23/5/2015,2015,9.15,127.13
Hawthorn,8,25/7/2020,2020,7.11,68.01
Hawthorn,8,6/5/2023,2023,7.6,70.99
Hawthorn,8,7/5/2022,2022,11.15,100.45
Hawthorn,8,9/5/2014,2014,13.1,148.94
Hawthorn,8,9/5/2021,2021,8.12,85.84
Hawthorn,9,13/5/2023,2023,7.7,78.69
Hawthorn,9,14/5/2022,2022,14.1,114.55
Hawthorn,9,15/5/2021,2021,12.8,98.64
Hawthorn,9,19/5/2019,2019,8.11,107.14
Hawthorn,9,20/5/2016,2016,7.13,129.67000000000002
Hawthorn,9,20/5/2017,2017,11.6,109.14999999999999
Hawthorn,9,20/5/2018,2018,11.7,123.52
Hawthorn,9,26/5/2012,2012,10.15,131.21
Hawthorn,9,26/5/2013,2013,18.1,160.08
Hawthorn,9,30/5/2015,2015,14.9,142.03
Hawthorn,9,31/7/2020,2020,14.5,82.50999999999999
Hawthorn,10,2/6/2012,2012,27.12,158.33
Hawthorn,10,2/6/2013,2013,21.17,181.25
Hawthorn,10,21/5/2023,2023,22.1,100.78999999999999
Hawthorn,10,22/5/2021,2021,9.9,108.54
Hawthorn,10,22/5/2022,2022,18.9,133.45
Hawthorn,10,24/5/2014,2014,13.8,162.74
Hawthorn,10,25/5/2019,2019,12.8,119.94
Hawthorn,10,26/5/2017,2017,12.9,122.05
Hawthorn,10,27/5/2018,2018,9.6,133.12
Hawthorn,10,28/5/2016,2016,21.9,151.57
Hawthorn,10,7/6/2015,2015,20.12,162.15
Hawthorn,11,1/6/2014,2014,14.1,176.84
Hawthorn,11,1/6/2017,2017,7.5,129.55
Hawthorn,11,1/6/2019,2019,10.6,130.54
Hawthorn,11,10/6/2012,2012,16.12,174.45000000000002
Hawthorn,11,10/8/2020,2020,4.8,87.31
Hawthorn,11,2/6/2018,2018,9.1,142.22
Hawthorn,11,27/5/2023,2023,12.16,112.95
Hawthorn,11,28/5/2022,2022,7.12,140.57
Hawthorn,11,29/5/2021,2021,11.1,119.64
Hawthorn,11,4/6/2016,2016,11.16,162.73000000000002
Hawthorn,12,10/6/2016,2016,23.13,185.86
Hawthorn,12,10/6/2017,2017,12.7,142.25
Hawthorn,12,14/6/2013,2013,15.12,196.37
Hawthorn,12,16/8/2020,2020,7.7,95.00999999999999
Hawthorn,12,17/6/2012,2012,19.21,193.66
Hawthorn,12,18/6/2015,2015,17.12,179.27
Hawthorn,12,3/6/2023,2023,14.12,127.07
Hawthorn,12,5/6/2022,2022,10.8,151.37
Hawthorn,12,7/6/2014,2014,19.9,196.74
Hawthorn,13,10/6/2023,2023,15.8,142.87
Hawthorn,13,11/6/2021,2021,14.5,134.14
Hawthorn,13,11/6/2022,2022,12.1,163.47
Hawthorn,13,13/6/2014,2014,18.1,214.84
Hawthorn,13,14/6/2019,2019,11.11,141.65
Hawthorn,13,16/6/2018,2018,12.16,154.38
Hawthorn,13,17/6/2016,2016,14.9,200.76
Hawthorn,13,21/6/2013,2013,19.9,216.27
Hawthorn,13,22/8/2020,2020,9.4,104.41
Hawthorn,13,27/6/2015,2015,16.18,195.45
Hawthorn,14,20/6/2021,2021,10.13,144.27
Hawthorn,14,21/6/2014,2014,17.13,231.97
Hawthorn,14,21/6/2019,2019,9.9,151.55
Hawthorn,14,22/6/2017,2017,14.12,156.37
Hawthorn,14,23/6/2018,2018,13.18,167.56
Hawthorn,14,26/6/2016,2016,12.14,212.9
Hawthorn,14,27/8/2020,2020,10.11,114.52
Hawthorn,14,29/6/2012,2012,18.12,211.78
Hawthorn,14,3/7/2015,2015,15.11,210.56
Hawthorn,14,30/6/2013,2013,21.17,237.44
Hawthorn,15,1/9/2020,2020,7.6,122.12
Hawthorn,15,12/7/2015,2015,17.13,227.69
Hawthorn,15,2/7/2017,2017,18.1,174.47
Hawthorn,15,24/6/2022,2022,12.11,175.58
Hawthorn,15,25/6/2023,2023,5.4,148.27
Hawthorn,15,27/6/2021,2021,13.12,157.39
Hawthorn,15,28/6/2014,2014,17.14,249.11
Hawthorn,15,29/6/2019,2019,9.17,160.72
Hawthorn,15,30/6/2018,2018,13.6,181.16
Hawthorn,15,6/7/2013,2013,10.12,247.56
Hawthorn,15,8/7/2012,2012,28.25,240.03
Hawthorn,16,13/7/2013,2013,19.1,266.66
Hawthorn,16,15/7/2012,2012,17.14,257.17
Hawthorn,16,18/7/2015,2015,23.8,251.49
Hawthorn,16,2/7/2023,2023,7.1,155.37
Hawthorn,16,3/7/2021,2021,7.11,164.5
Hawthorn,16,3/7/2022,2022,7.8,183.38
Hawthorn,16,4/7/2014,2014,13.1,262.21
Hawthorn,16,5/7/2019,2019,9.13,169.85
Hawthorn,16,6/9/2020,2020,9.12,131.24
Hawthorn,16,7/7/2016,2016,15.11,228.01
Hawthorn,16,7/7/2018,2018,19.8,200.95999999999998
Hawthorn,16,8/7/2017,2017,14.13,188.6
Hawthorn,17,10/7/2021,2021,6.1,170.6
Hawthorn,17,10/7/2022,2022,13.8,197.18
Hawthorn,17,11/7/2014,2014,15.14,277.35
Hawthorn,17,13/7/2019,2019,12.12,181.97
Hawthorn,17,13/9/2020,2020,6.4,137.64
Hawthorn,17,14/7/2016,2016,11.9,239.91
Hawthorn,17,14/7/2018,2018,9.11,210.07
Hawthorn,17,15/7/2017,2017,12.13,200.73
Hawthorn,17,20/7/2013,2013,13.17,279.83
Hawthorn,17,21/7/2012,2012,21.12,278.29
Hawthorn,17,24/7/2015,2015,27.11,278.6
Hawthorn,17,8/7/2023,2023,10.12,165.49
Hawthorn,18,16/7/2023,2023,12.16,177.65
Hawthorn,18,17/7/2021,2021,12.7,183.3
Hawthorn,18,17/7/2022,2022,15.12,212.3
Hawthorn,18,20/9/2020,2020,17.6,155.24
Hawthorn,18,21/7/2019,2019,12.13,194.1
Hawthorn,18,22/7/2017,2017,15.1,215.83
Hawthorn,18,22/7/2018,2018,18.16,228.23
Hawthorn,18,24/7/2016,2016,16.18,256.09000000000003
Hawthorn,18,26/7/2013,2013,22.11,301.94
Hawthorn,18,26/7/2014,2014,15.14,292.49
Hawthorn,18,27/7/2012,2012,27.18,305.47
Hawthorn,18,31/7/2015,2015,7.11,285.71
Hawthorn,19,22/7/2023,2023,15.5,193.15
Hawthorn,19,23/7/2022,2022,19.7,232.0
Hawthorn,19,24/7/2021,2021,13.5,196.8
Hawthorn,19,27/7/2019,2019,7.18,201.28
Hawthorn,19,28/7/2017,2017,10.12,225.95
Hawthorn,19,29/7/2018,2018,17.1,245.32999999999998
Hawthorn,19,3/8/2012,2012,17.14,322.61
Hawthorn,19,3/8/2013,2013,9.12,311.06
Hawthorn,19,3/8/2014,2014,16.11,308.6
Hawthorn,19,30/7/2016,2016,10.14,266.23
Hawthorn,19,8/8/2015,2015,13.1,298.81
Hawthorn,20,1/8/2021,2021,14.8,211.6
Hawthorn,20,12/8/2012,2012,24.15,346.76
Hawthorn,20,15/8/2015,2015,19.7,318.51
Hawthorn,20,2/8/2019,2019,9.1,210.38
Hawthorn,20,30/7/2022,2022,9.9,241.9
Hawthorn,20,30/7/2023,2023,14.9,208.05
Hawthorn,20,4/8/2018,2018,16.11,261.44
Hawthorn,20,6/8/2016,2016,11.15,277.38
Hawthorn,20,6/8/2017,2017,9.1,235.05
Hawthorn,20,9/8/2013,2013,14.18,325.24
Hawthorn,20,9/8/2014,2014,17.13,325.73
Hawthorn,21,11/8/2018,2018,10.11,271.55
Hawthorn,21,13/8/2016,2016,14.12,291.5
Hawthorn,21,13/8/2017,2017,18.8,253.85
Hawthorn,21,16/8/2013,2013,18.11,343.35
Hawthorn,21,17/8/2014,2014,13.13,338.86
Hawthorn,21,19/8/2012,2012,19.15,365.91
Hawthorn,21,21/8/2015,2015,13.8,332.31
Hawthorn,21,5/8/2023,2023,16.9,224.95
Hawthorn,21,6/8/2022,2022,10.1,252.0
Hawthorn,21,8/8/2021,2021,15.7,227.3
Hawthorn,21,9/8/2019,2019,13.7,224.08
Hawthorn,22,13/8/2023,2023,9.13,234.07999999999998
Hawthorn,22,14/8/2021,2021,9.1,236.4
Hawthorn,22,14/8/2022,2022,9.13,261.13
Hawthorn,22,18/8/2018,2018,12.8,284.35
Hawthorn,22,18/8/2019,2019,18.1,242.18
Hawthorn,22,19/8/2016,2016,10.7,302.2
Hawthorn,22,19/8/2017,2017,10.1,263.95
Hawthorn,22,23/8/2014,2014,14.1,352.96
Hawthorn,22,24/8/2013,2013,17.15,360.5
Hawthorn,22,25/8/2012,2012,15.12,381.03000000000003
Hawthorn,22,29/8/2015,2015,21.8,354.11
Hawthorn,23,20/8/2023,2023,9.6,243.68
Hawthorn,23,21/8/2021,2021,12.11,248.51
Hawthorn,23,21/8/2022,2022,10.4,271.53
Hawthorn,23,24/8/2019,2019,16.9,259.08
Hawthorn,23,25/8/2017,2017,15.9,279.85
Hawthorn,23,25/8/2018,2018,12.11,296.46
Hawthorn,23,28/8/2016,2016,17.1,319.3
Hawthorn,23,29/8/2014,2014,18.13,371.09
Hawthorn,23,30/8/2013,2013,17.1,377.6
Hawthorn,23,31/8/2012,2012,14.11,395.14
Hawthorn,23,5/9/2015,2015,17.11,371.22
Hawthorn,24,26/8/2023,2023,8.8,252.48
Hawthorn,26,11/9/2015,2015,9.1,380.32
Hawthorn,26,5/9/2014,2014,15.14,386.23
Hawthorn,26,6/9/2013,2013,15.15,392.75
Hawthorn,26,6/9/2018,2018,9.1,305.56
Hawthorn,26,7/9/2012,2012,20.15,415.29
Hawthorn,26,9/9/2016,2016,12.11,331.41
Hawthorn,27,14/9/2018,2018,10.11,315.67
Hawthorn,27,16/9/2016,2016,12.12,343.53000000000003
Hawthorn,27,18/9/2015,2015,21.9,402.22
Hawthorn,28,20/9/2013,2013,14.18,406.93
Hawthorn,28,20/9/2014,2014,15.7,401.93
Hawthorn,28,22/9/2012,2012,13.19,428.48
Hawthorn,28,25/9/2015,2015,15.4,417.62
Hawthorn,29,27/9/2014,2014,21.11,423.04
Hawthorn,29,28/9/2013,2013,11.11,418.04
Hawthorn,29,29/9/2012,2012,11.15,439.63
Hawthorn,29,3/10/2015,2015,16.11,433.73
Melbourne,1,16/3/2022,2022,14.13,14.13
Melbourne,1,18/3/2023,2023,17.13,17.13
Melbourne,1,20/3/2021,2021,11.14,11.14
Melbourne,1,22/3/2014,2014,6.15,6.15
Melbourne,1,22/3/2020,2020,7.9,7.9
Melbourne,1,23/3/2019,2019,9.7,9.7
Melbourne,1,25/3/2017,2017,18.12,18.12
Melbourne,1,25/3/2018,2018,13.16,13.16
Melbourne,1,26/3/2016,2016,12.8,12.8
Melbourne,1,31/3/2012,2012,11.12,11.12
Melbourne,1,31/3/2013,2013,8.6,8.6
Melbourne,1,4/4/2015,2015,17.13,17.13
Melbourne,2,11/4/2015,2015,8.8,25.93
Melbourne,2,13/6/2020,2020,8.6,16.5
Melbourne,2,2/4/2016,2016,10.7,23.5
Melbourne,2,2/4/2017,2017,13.8,31.92
Melbourne,2,24/3/2023,2023,13.4,30.53
Melbourne,2,26/3/2022,2022,12.1,26.23
Melbourne,2,27/3/2021,2021,12.19,23.33
Melbourne,2,30/3/2014,2014,4.6,10.75
Melbourne,2,30/3/2019,2019,6.1,15.799999999999999
Melbourne,2,31/3/2018,2018,14.16,27.32
Melbourne,2,6/4/2013,2013,5.6,14.2
Melbourne,2,7/4/2012,2012,9.4,20.52
Melbourne,3,1/4/2022,2022,14.15,40.38
Melbourne,3,10/4/2016,2016,20.11,43.61
Melbourne,3,13/4/2013,2013,13.5,27.7
Melbourne,3,14/4/2012,2012,11.8,32.32
Melbourne,3,18/4/2015,2015,7.13,33.06
Melbourne,3,2/4/2023,2023,21.8,52.33
Melbourne,3,4/4/2021,2021,15.12,38.45
Melbourne,3,5/4/2019,2019,18.4,34.199999999999996
Melbourne,3,6/4/2014,2014,7.5,18.25
Melbourne,3,7/4/2018,2018,18.15,45.47
Melbourne,3,8/4/2017,2017,13.19,45.11
Melbourne,4,11/4/2019,2019,15.1,49.3
Melbourne,4,11/4/2021,2021,12.13,50.58
Melbourne,4,12/4/2014,2014,12.9,31.15
Melbourne,4,15/4/2017,2017,15.14,60.25
Melbourne,4,15/4/2018,2018,6.12,51.589999999999996
Melbourne,4,17/4/2016,2016,16.6,60.21
Melbourne,4,21/4/2013,2013,22.12,49.82
Melbourne,4,22/4/2012,2012,9.13,41.45
Melbourne,4,24/4/2015,2015,12.11,45.17
Melbourne,4,28/6/2020,2020,6.8,23.3
Melbourne,4,7/4/2022,2022,10.8,51.18
Melbourne,4,9/4/2023,2023,19.12,71.45
Melbourne,5,15/4/2023,2023,11.11,82.56
Melbourne,5,16/4/2022,2022,19.6,70.78
Melbourne,5,18/4/2021,2021,15.14,65.72
Melbourne,5,20/4/2014,2014,11.12,42.269999999999996
Melbourne,5,20/4/2019,2019,7.13,56.42999999999999
Melbourne,5,24/4/2016,2016,20.9,81.11
Melbourne,5,24/4/2017,2017,11.9,72.15
Melbourne,5,24/4/2018,2018,8.8,60.39
Melbourne,5,28/4/2012,2012,10.6,52.05
Melbourne,5,28/4/2013,2013,14.1,63.92
Melbourne,5,3/5/2015,2015,6.14,51.309999999999995
Melbourne,5,5/7/2020,2020,8.4,31.7
Melbourne,6,11/7/2020,2020,12.8,44.5
Melbourne,6,24/4/2019,2019,6.6,63.029999999999994
Melbourne,6,24/4/2021,2021,12.1,77.82
Melbourne,6,24/4/2022,2022,9.22,80.0
Melbourne,6,24/4/2023,2023,15.6,98.16
Melbourne,6,26/4/2014,2014,5.8,48.07
Melbourne,6,29/4/2018,2018,16.12,76.51
Melbourne,6,30/4/2016,2016,15.6,96.71
Melbourne,6,30/4/2017,2017,17.1,89.25
Melbourne,6,5/5/2012,2012,11.1,63.15
Melbourne,6,5/5/2013,2013,8.12,72.03999999999999
Melbourne,6,9/5/2015,2015,7.8,59.11
Melbourne,7,11/5/2012,2012,6.13,69.28
Melbourne,7,12/5/2013,2013,7.12,79.16
Melbourne,7,16/5/2015,2015,7.8,66.91
Melbourne,7,19/7/2020,2020,14.7,59.2
Melbourne,7,2/5/2021,2021,16.7,94.52
Melbourne,7,29/4/2023,2023,22.7,120.86
Melbourne,7,3/5/2014,2014,11.4,59.47
Melbourne,7,30/4/2022,2022,13.13,93.13
Melbourne,7,4/5/2019,2019,11.13,74.16
Melbourne,7,6/5/2018,2018,16.1,92.61
Melbourne,7,7/5/2016,2016,24.16,120.87
Melbourne,7,7/5/2017,2017,14.7,103.95
Melbourne,8,10/5/2014,2014,12.11,71.58
Melbourne,8,11/5/2019,2019,8.13,82.28999999999999
Melbourne,8,12/5/2018,2018,21.2,113.81
Melbourne,8,13/5/2017,2017,17.5,121.45
Melbourne,8,15/5/2016,2016,12.1,132.97
Melbourne,8,19/5/2012,2012,5.7,74.98
Melbourne,8,19/5/2013,2013,11.6,90.75999999999999
Melbourne,8,24/5/2015,2015,15.13,82.03999999999999
Melbourne,8,26/7/2020,2020,7.7,66.9
Melbourne,8,6/5/2023,2023,13.12,133.98
Melbourne,8,8/5/2021,2021,10.7,105.22
Melbourne,8,8/5/2022,2022,14.9,108.03
Melbourne,9,13/5/2023,2023,15.13,149.11
Melbourne,9,15/5/2022,2022,16.16,124.19
Melbourne,9,16/5/2021,2021,13.16,118.38
Melbourne,9,17/5/2014,2014,14.7,86.28
Melbourne,9,17/5/2019,2019,9.15,91.44
Melbourne,9,20/5/2018,2018,25.9,139.71
Melbourne,9,21/5/2017,2017,13.12,134.57
Melbourne,9,22/5/2016,2016,19.17,152.14
Melbourne,9,26/5/2013,2013,6.4,97.16
Melbourne,9,27/5/2012,2012,6.13,81.11
Melbourne,9,30/5/2015,2015,8.6,90.64
Melbourne,9,30/7/2020,2020,4.8,71.7
Melbourne,10,19/5/2023,2023,11.1,160.21
Melbourne,10,2/6/2012,2012,8.1,89.21000000000001
Melbourne,10,2/6/2013,2013,6.12,103.28
Melbourne,10,21/5/2022,2022,14.16,138.35
Melbourne,10,22/5/2021,2021,14.11,132.49
Melbourne,10,26/5/2019,2019,10.8,102.24
Melbourne,10,27/5/2017,2017,18.14,152.71
Melbourne,10,27/5/2018,2018,23.8,163.51
Melbourne,10,28/5/2016,2016,10.16,162.3
Melbourne,10,5/8/2020,2020,13.1,84.8
Melbourne,10,8/6/2015,2015,13.7,104.34
Melbourne,11,1/6/2019,2019,12.16,114.4
Melbourne,11,10/6/2013,2013,5.9,109.17999999999999
Melbourne,11,11/6/2012,2012,13.9,103.11
Melbourne,11,14/6/2015,2015,12.11,116.45
Melbourne,11,2/6/2018,2018,15.1,178.61
Melbourne,11,27/5/2023,2023,10.12,170.32999999999998
Melbourne,11,28/5/2021,2021,13.9,146.39
Melbourne,11,28/5/2022,2022,7.14,145.49
Melbourne,11,31/5/2014,2014,11.9,98.17999999999999
Melbourne,11,4/6/2016,2016,10.4,172.7
Melbourne,11,9/8/2020,2020,13.14,97.94
Melbourne,12,10/6/2019,2019,7.15,121.55
Melbourne,12,11/6/2018,2018,14.7,193.31
Melbourne,12,12/6/2017,2017,15.14,167.85
Melbourne,12,13/6/2016,2016,16.8,189.5
Melbourne,12,15/8/2020,2020,16.4,114.34
Melbourne,12,2/6/2023,2023,8.13,178.46
Melbourne,12,21/6/2015,2015,18.5,134.95
Melbourne,12,4/6/2021,2021,14.13,160.52
Melbourne,12,4/6/2022,2022,9.7,155.19
Melbourne,12,9/6/2014,2014,3.1,101.28
Melbourne,13,12/6/2023,2023,8.18,186.64
Melbourne,13,13/6/2022,2022,8.8,163.99
Melbourne,13,14/6/2021,2021,9.9,170.42
Melbourne,13,15/6/2014,2014,12.6,113.88
Melbourne,13,18/6/2017,2017,17.11,184.96
Melbourne,13,19/6/2016,2016,4.7,194.2
Melbourne,13,22/6/2013,2013,10.9,120.08
Melbourne,13,22/8/2020,2020,7.1,121.44
Melbourne,13,24/6/2012,2012,20.15,123.25999999999999
Melbourne,14,1/7/2012,2012,8.13,131.39
Melbourne,14,22/6/2014,2014,10.6,124.47999999999999
Melbourne,14,22/6/2018,2018,9.11,202.42
Melbourne,14,22/6/2019,2019,13.7,135.25
Melbourne,14,24/6/2017,2017,15.9,200.86
Melbourne,14,29/6/2013,2013,15.13,135.21
Melbourne,14,29/8/2020,2020,8.4,129.84
Melbourne,14,4/7/2015,2015,9.6,144.54999999999998
Melbourne,15,1/7/2018,2018,18.9,221.32
Melbourne,15,11/7/2015,2015,7.18,151.73
Melbourne,15,22/6/2023,2023,8.15,194.79
Melbourne,15,23/6/2022,2022,16.21,180.20000000000002
Melbourne,15,26/6/2021,2021,9.14,179.56
Melbourne,15,29/6/2014,2014,13.7,138.18
Melbourne,15,3/7/2016,2016,15.8,210.0
Melbourne,15,3/9/2020,2020,6.1,135.94
Melbourne,15,30/6/2017,2017,7.8,208.66
Melbourne,15,30/6/2019,2019,11.8,147.05
Melbourne,15,7/7/2012,2012,11.12,142.51
Melbourne,15,7/7/2013,2013,13.7,148.91
Melbourne,16,13/7/2013,2013,4.6,153.51
Melbourne,16,14/7/2012,2012,12.11,154.62
Melbourne,16,19/7/2015,2015,8.12,159.85
Melbourne,16,2/7/2022,2022,14.1,194.3
